time,aX,aY,aZ
1155.9,-1066.41,-162.6,-374.02
1156,-915.53,-165.04,-536.62
1156.1,-687.5,-6.84,-415.53
1156.2,-1278.32,-1204.1,1078.13
1156.4,-985.35,0,-352.54
1156.5,-903.32,-132.81,-294.43
1156.6,-838.87,-148.44,-81.54
1156.7,-842.77,-169.43,-127.44
1156.8,-795.41,-233.4,-229.98
1156.9,-962.89,-143.55,-236.82
1157,-1070.31,-54.69,-331.54
1157.1,-1080.08,-147.46,-136.23
1157.2,-1113.28,-186.52,-18.07
1157.3,-941.89,43.95,-191.89
1157.4,-930.18,-178.22,-246.58
1157.5,-917.97,-79.59,-43.46
1157.6,-999.51,-144.53,-131.84
1157.7,-968.75,-102.05,108.89
1157.8,-1045.41,-45.9,-156.74
1157.9,-923.34,-43.95,307.62
1158,-899.41,450.68,18.55
1158.1,-1014.16,185.06,8.79
1158.2,-1010.25,-45.41,-90.33
1158.3,-1177.73,141.11,1759.28
1158.4,-1089.36,10.25,-400.88
1158.5,-1149.41,-96.19,-160.16
1158.6,-1178.71,12.7,-168.95
1158.7,-1321.78,79.59,-311.04
1158.8,-1026.86,-41.5,-188.48
1158.9,-755.86,677.25,2142.58
1159,-768.55,117.19,-98.63
1159.1,-689.94,-92.77,-343.26
1159.2,-903.32,70.8,-177.25
1159.3,-995.12,302.25,-66.41
1159.4,-1005.37,197.75,-198.24
1159.5,-1012.7,332.03,-204.1
1159.6,-1181.15,76.66,-220.21
1159.7,-923.34,464.84,360.84
1159.8,-1010.74,151.37,-191.41
1159.9,-958.5,104,-21.97
1160.1,-1222.17,232.91,280.76
1160.2,-1033.2,182.13,-142.58
1160.3,-1207.52,-120.61,259.77
1160.4,-1079.1,27.83,8.79
1160.5,-1354.49,-559.57,511.72
1160.6,-847.17,36.62,763.67
1160.7,-958.98,33.69,358.4
1160.8,-1416.02,-198.24,-1354
1161,-1579.59,351.07,-221.19
1161.1,-1225.1,-314.45,-312.5
1161.2,-1098.63,-51.27,-471.19
1161.3,-985.35,-223.14,-143.55
1161.4,-1031.25,-164.06,-337.89
1161.5,-1109.86,-191.89,-42.48
1161.6,-888.18,-195.8,-562.5
1161.7,-980.47,-352.54,-591.8
1161.8,-1005.37,-41.99,-257.32
1161.9,-1076.17,238.77,-96.19
1162,-977.05,-44.92,-233.89
1162.1,-940.92,-3.42,-254.88
1162.2,-1109.38,13.18,-296.88
1162.3,-937.5,55.18,-286.62
1162.4,-902.34,117.68,-286.13
1162.5,-868.65,-139.65,-826.66
1162.6,-1019.53,-52.25,-699.71
1162.7,-940.92,-10.74,-416.02
1162.8,-946.78,-28.32,-375.98
1162.9,-919.92,104,-49.32
1163,-848.63,-51.76,-284.67
1163.1,-860.35,-89.36,-622.56
1163.2,-828.13,-133.79,-227.05
1163.3,-888.18,-159.18,-369.14
1163.4,-964.36,-133.3,-586.91
1163.5,-1082.03,-30.76,-491.7
1163.6,-1079.1,-58.59,-87.89
1163.7,-1008.3,-109.38,-409.18
1163.8,-1037.11,-192.38,-445.8
1163.9,-967.29,-101.56,-491.21
1164,-948.24,-242.19,-613.28
1164.1,-849.61,-138.67,-729.98
1164.2,-702.64,-198.73,-770.51
1164.3,-714.36,-111.33,137.21
1164.4,-849.12,-159.67,82.03
1164.5,-731.45,-557.62,-1093.75
1164.6,-771,-322.27,-793.46
1164.7,-850.59,-66.41,-75.2
1164.8,-774.9,-258.79,-1145.51
1164.9,-678.71,-211.91,-690.43
1165,-668.46,-138.67,-552.25
1165.1,-741.21,-186.52,-532.71
1165.2,-776.37,-211.91,-519.53
1165.3,-833.5,-325.2,-550.29
1165.4,-771,-228.52,-454.59
1165.5,-797.36,-126.46,-412.6
1165.6,-853.03,-188.48,-412.6
1165.7,-916.5,-206.54,-412.11
1165.8,-986.82,-177.73,-382.81
1165.9,-845.21,-130.86,-292.48
1166,-858.89,-115.72,-299.8
1166.1,-761.72,-182.62,-282.71
1166.2,-796.88,-39.55,85.94
1166.3,-664.06,6.35,-222.17
1166.4,-615.72,70.31,-140.14
1166.5,-858.89,-32.23,-63.96
1166.6,-897.95,150.88,-39.55
1166.7,-1100.59,108.4,-218.26
1166.8,-1162.6,117.19,-30.27
1166.9,-1231.45,80.08,-120.61
1167,-1458.98,187.99,384.77
1167.1,-899.9,345.7,-294.43
1167.2,-805.66,592.77,1928.71
1167.3,-873.05,121.09,41.02
1167.4,-380.86,-112.79,-1260.74
1167.5,-988.28,378.91,337.89
1167.6,-1822.75,-1311.04,-767.58
1167.7,-1036.62,49.8,422.36
1167.9,-945.31,136.72,51.27
1168,-1218.75,-321.78,-289.06
1168.1,-927.25,19.04,268.07
1168.2,-1203.61,267.58,-63.96
1168.3,-1619.14,-377.93,-552.25
1168.4,-1022.95,5.37,32.23
1168.5,-826.66,2.93,312.99
1168.6,-907.23,-40.04,140.14
1168.7,-1041.99,-62.99,291.99
1168.8,-1214.84,-78.13,404.3
1168.9,-1096.68,-5.37,445.31
1169,-961.91,65.43,205.08
1169.1,-931.64,18.07,-248.54
1169.2,-880.86,256.35,251.46
1169.3,-1000,311.04,270.02
1169.4,-1023.44,147.95,336.43
1169.5,-1009.77,1.95,232.42
1169.6,-953.61,-68.36,373.05
1169.7,-844.73,-61.04,261.72
1169.8,-883.3,-129.39,184.08
1169.9,-926.27,-202.15,213.87
1170,-1064.94,-344.24,355.96
1170.1,-1069.82,-371.09,308.59
1170.2,-994.14,-112.3,435.55
1170.3,-1029.3,-220.21,400.39
1170.4,-1030.27,20.51,314.94
1170.5,-955.08,120.61,321.78
1170.6,-943.85,212.89,399.41
1170.7,-971.19,230.47,259.77
1170.8,-1079.1,162.6,214.36
1170.9,-1006.84,199.71,308.59
1171,-963.38,134.28,231.45
1171.1,-928.71,225.1,286.13
1171.2,-896.48,184.08,441.89
1171.3,-1001.46,182.62,173.83
1171.4,-936.04,116.21,407.71
1171.5,-921.39,72.27,402.83
1171.6,-895.02,673.83,-928.22
1171.7,-840.82,109.38,1452.64
1171.8,-1031.74,-470.7,628.42
1171.9,-1322.75,-556.15,-611.82
1172,-1007.81,-489.75,844.73
1172.1,-985.35,-252.93,180.18
1172.2,-1043.95,-155.76,469.73
1172.3,-1000,-0.49,437.5
1172.4,-971.68,-50.29,387.21
1172.5,-998.05,-120.12,343.75
1172.6,-984.86,-188.48,-85.45
1172.7,-1016.6,-35.16,349.12
1172.8,-1024.41,-10.25,238.77
1172.9,-1082.52,-150.39,-223.14
1173,-1070.8,-125,541.99
1173.1,-1033.2,-90.82,-321.29
1173.2,-1019.53,-209.96,-162.6
1173.3,-1010.74,10.25,267.09
1173.4,-917.97,0.49,250.98
1173.5,-952.64,49.8,437.01
1173.6,-1046.39,135.74,-258.79
1173.7,-939.94,-22.46,-208.5
1173.8,-903.32,8.79,252.93
1173.9,-951.17,95.21,369.14
1174,-814.94,77.15,-47.36
1174.1,-825.68,-245.61,-829.59
1174.2,-923.83,-43.95,88.87
1174.3,-903.32,108.4,521
1174.4,-1051.76,285.16,1153.32
1174.5,-1103.52,-30.76,-107.91
1174.6,-979,-302.73,-629.88
1174.7,-1019.53,-242.68,-17.09
1174.8,-968.75,-123.54,59.57
1174.9,-1007.81,-249.02,210.94
1175,-1019.53,86.43,327.15
1175.1,-1030.76,-4.88,-213.38
1175.2,-918.95,-46.39,-189.45
1175.3,-882.81,-177.25,-146
1175.4,-1045.41,-101.07,-424.32
1175.5,-1017.09,-128.91,-467.77
1175.6,-959.96,-94.73,-278.81
1175.7,-975.59,78.13,105.47
1175.8,-1009.77,101.56,-4.88
1175.9,-1133.79,4.39,-522.46
1176,-1078.61,-30.76,-372.07
1176.1,-991.7,-61.04,-297.36
1176.2,-926.76,-20.51,-266.11
1176.3,-1038.57,150.39,-319.82
1176.4,-909.67,96.19,100.1
1176.5,-924.8,0,-194.82
1176.6,-958.98,1.46,-656.25
1176.7,-986.33,-238.28,1268.07
1176.8,-1063.48,-96.19,-108.89
1176.9,-805.18,-223.63,-277.34
1177,-783.69,-229.49,-433.11
1177.1,-963.38,-165.53,-150.39
1177.2,-960.45,-155.27,-153.81
1177.3,-888.18,-247.07,-177.25
1177.4,-882.32,-262.7,-242.19
1177.5,-983.4,-260.74,-69.82
1177.6,-793.95,-69.34,-178.22
1177.7,-1064.45,-67.87,-507.81
1177.8,-1146,-44.92,-229.98
1177.9,-1045.41,-66.89,-107.91
1178,-736.33,-114.26,-415.53
1178.1,-542.97,21.48,-694.82
1178.2,-445.8,198.24,297.36
1178.3,-612.3,79.1,-3.42
1178.4,-773.44,161.13,-313.48
1178.5,-1145.02,178.22,-503.91
1178.6,-1256.35,150.39,-196.29
1178.7,-1454.1,-29.3,-110.35
1178.8,-1470.21,6.84,-220.21
1178.9,-1262.21,-54.69,-325.68
1179,-914.55,-29.3,-256.84
1179.1,-809.57,173.83,-530.76
1179.2,-569.34,46.88,-480.96
1179.3,-779.79,11.23,-333.01
1179.4,-1063.96,-76.17,-382.32
1179.5,-1183.11,41.02,82.52
1179.6,-1143.55,-43.46,-133.3
1179.7,-1085.45,-62.5,-235.35
1179.8,-984.38,35.64,-68.85
1179.9,-858.4,21.97,-135.25
1180,-726.56,15.14,-177.25
1180.1,-738.77,-43.46,-409.67
1180.2,-765.63,-177.25,-691.89
1180.3,-914.06,38.57,-245.61
1180.4,-1070.31,22.46,-181.64
1180.5,-1146,-52.25,-498.54
1180.6,-1166.99,7.81,-590.82
1180.7,-1066.89,-8.79,-392.58
1180.8,-1027.34,25.88,-228.52
1180.9,-904.79,42.97,-87.4
1181,-858.89,-57.13,-401.86
1181.1,-924.32,-90.82,-535.16
1181.2,-956.05,1.46,-268.07
1181.3,-889.16,-76.66,-464.84
1181.4,-1016.11,-156.25,-483.89
1181.5,-998.05,-178.22,-214.84
1181.6,-970.7,-345.21,-635.25
1181.7,-946.78,-288.09,-595.21
1181.8,-846.19,-243.16,-596.68
1181.9,-791.99,-103.03,-459.96
1182,-719.73,-54.2,-523.44
1182.1,-725.1,-118.16,-508.79
1182.2,-785.64,-85.94,-452.15
1182.3,-878.42,52.25,-355.96
1182.4,-887.21,56.64,-112.3
1182.5,-979,-233.4,-831.54
1182.6,-1074.22,14.16,-592.29
1182.7,-798.83,20.02,314.45
1182.8,-932.13,-223.63,-484.86
1182.9,-855.96,40.04,-402.34
1183,-762.21,-252.93,-383.79
1183.1,-766.11,39.55,215.82
1183.2,-788.57,171.88,-26.37
1183.3,-992.19,-1.95,112.3
1183.4,-1084.96,-8.79,-425.78
1183.5,-879.39,-104.49,-159.18
1183.6,-842.29,-229,226.56
1183.7,-1124.02,-54.2,-412.11
1183.8,-974.12,-107.91,-235.35
1183.9,-992.19,-84.96,-395.51
1184,-943.36,118.65,48.34
1184.1,-989.26,-104.49,-382.32
1184.2,-871.58,-1.95,-233.89
1184.3,-875.98,83.98,-196.29
1184.4,-958.01,-194.82,-769.53
1184.5,-973.63,26.86,-104.49
1184.6,-942.38,26.37,-501.95
1184.7,-981.93,-251.95,-808.11
1184.8,-974.12,-54.2,-553.22
1184.9,-971.68,51.27,-635.25
1185,-980.47,-195.8,-512.7
1185.2,-978.03,-180.18,-881.84
1185.3,-946.29,91.8,77.15
1185.4,-934.08,229.98,536.13
1185.5,-869.63,27.83,293.95
1185.6,-1036.13,37.6,79.59
1185.7,-999.51,70.8,-116.7
1185.8,-1031.25,22.46,-435.55
1185.9,-1043.46,53.71,-441.41
1186,-932.13,-78.13,-397.46
1186.1,-995.61,38.09,-350.59
1186.2,-961.91,-190.92,-495.61
1186.3,-937.5,-153.32,-124.51
1186.4,-931.64,-175.29,-270.02
1186.5,-896.48,-113.28,-442.87
1186.6,-891.11,-90.33,-349.12
1186.7,-682.13,-125.49,-314.45
1186.8,-736.33,-98.14,-338.38
1186.9,-910.64,-10.74,-302.25
1187,-1097.17,-15.14,-332.52
1187.1,-1076.17,67.87,-286.62
1187.2,-814.45,160.16,-280.27
1187.3,-778.81,50.78,-376.46
1187.4,-925.78,4.39,-395.02
1187.5,-1086.43,-6.35,-320.31
1187.6,-1017.58,-15.63,-324.22
1187.7,-852.05,15.63,-292.97
1187.8,-848.63,6.35,-382.32
1188,-1041.5,98.14,-307.62
1188.1,-947.75,43.95,-655.76
1188.2,-864.75,-3.42,-409.18
1188.3,-871.09,-20.51,-412.11
1188.4,-964.84,-70.31,-299.32
1188.5,-1026.37,43.46,-372.56
1188.6,-1091.31,22.46,-299.32
1188.7,-890.63,57.13,-304.2
1188.8,-904.79,47.85,-271.97
1188.9,-994.63,7.32,-410.16
1189,-1017.58,46.88,-317.87
1189.1,-949.71,110.35,-466.31
1189.2,-933.59,21.48,-357.91
1189.3,-981.93,23.44,-280.76
1189.4,-958.01,35.64,-272.95
1189.5,-950.2,-11.23,-386.72
1189.6,-931.64,23.44,-386.72
1189.7,-966.8,-30.27,-308.11
1189.8,-951.17,-20.51,-291.99
1189.9,-978.52,-41.5,-356.93
1190,-913.09,-19.04,-359.38
1190.1,-944.82,-47.36,-335.45
1190.2,-983.89,-39.55,-380.86
1190.3,-991.21,-10.25,-359.38
1190.4,-926.27,-31.25,-384.77
1190.5,-934.57,-52.25,-393.07
1190.6,-989.26,-41.99,-428.22
1190.7,-953.13,-28.32,-345.7
1190.8,-916.5,-82.52,-215.33
1190.9,-952.15,-29.3,-320.8
1191,-988.28,-15.63,-218.75
1191.1,-988.28,-23.93,-209.47
1191.2,-917.97,-71.29,-318.36
1191.3,-931.64,3.91,-381.35
1191.4,-970.7,2.44,-231.45
1191.5,-959.96,20.51,-358.4
1191.6,-911.13,-7.81,-359.86
1191.7,-929.69,-82.03,-317.87
1191.8,-974.61,-4.39,-258.3
1191.9,-1070.31,9.77,-272.46
1192,-941.89,-43.95,-371.09
1192.1,-872.56,12.21,-311.52
1192.2,-931.15,23.93,-263.18
1192.3,-969.73,-46.88,-392.58
1192.4,-964.36,-64.94,-263.18
1192.5,-933.11,-78.61,-308.11
1192.6,-861.33,-110.35,-294.92
1192.7,-935.55,-108.4,-264.16
1192.8,-1006.35,-71.78,-292.97
1192.9,-1062.01,-77.64,-319.34
1193,-1025.88,-100.59,-311.04
1193.1,-883.79,-181.64,-335.94
1193.2,-829.59,-181.64,-399.9
1193.3,-817.87,-341.31,-428.22
1193.4,-1015.63,-143.55,-237.3
1193.5,-1075.68,36.62,-330.08
1193.6,-472.17,-1213.38,-1687.5
1193.7,-922.85,-63.96,-308.59
1193.8,-886.23,-11.23,-328.61
1193.9,-855.47,-133.79,-385.74
1194,-1030.76,-87.4,-335.94
1194.1,-948.73,31.25,-388.18
1194.2,-956.54,-81.05,-359.38
1194.3,-910.64,59.57,-211.91
1194.4,-869.14,-145.02,-297.36
1194.5,-884.28,-98.14,-409.18
1194.6,-877.93,-72.27,-428.71
1194.7,-901.86,-97.66,-334.47
1194.8,-1076.17,-27.34,-309.57
1194.9,-1057.62,-41.02,-237.3
1195,-965.82,-113.28,-316.41
1195.1,-910.64,-50.29,-293.46
1195.2,-865.23,-55.66,-335.94
1195.3,-933.59,-36.13,-409.18
1195.4,-923.34,-62.5,-437.01
1195.5,-875.98,-0.49,-412.11
1195.6,-825.68,6.84,-245.61
1195.7,-810.06,-40.04,-284.18
1195.8,-781.25,-21.48,-385.74
1195.9,-763.18,-118.65,-452.15
1196,-809.57,-32.71,-267.09
1196.1,-877.93,41.99,-326.66
1196.2,-1042.48,-29.79,-310.06
1196.3,-1062.99,7.81,-130.37
1196.5,-1087.4,40.04,-162.11
1196.6,-1022.95,-6.84,-211.43
1196.7,-983.4,45.41,-106.45
1196.8,-1043.95,-58.59,-376.46
1196.9,-993.16,-31.74,-369.63
1197,-924.32,0.49,-441.41
1197.1,-985.84,44.92,-322.27
1197.2,-975.1,41.5,-264.16
1197.3,-993.16,39.55,-381.35
1197.4,-967.77,-26.86,-468.75
1197.5,-985.35,-69.82,-477.05
1197.6,-1028.81,-33.69,-564.45
1197.7,-1216.8,-30.27,-317.87
1197.8,-1026.37,-19.04,-437.01
1197.9,-985.35,-95.7,-368.65
1198,-912.6,-114.75,-628.91
1198.1,-902.34,-122.56,-623.54
1198.2,-802.73,26.86,-376.95
1198.3,-875.98,-63.48,-555.18
1198.4,-846.68,36.62,-198.24
1198.5,-872.56,-70.31,-577.15
1198.6,-1013.67,-106.45,-589.36
1198.7,-1136.23,-79.59,-679.2
1198.8,-1102.54,15.63,-449.71
1198.9,-1073.24,58.59,-568.85
1199,-646.48,-57.62,-330.08
1199.1,-701.66,-32.23,-735.84
1199.2,-555.66,-11.23,-233.89
1199.4,-873.54,-97.17,-645.02
1199.5,-1070.8,-125,-665.53
1199.6,-1093.75,-106.93,-760.74
1199.7,-967.29,33.69,-655.76
1199.8,-743.65,76.66,-436.52
1199.9,-678.22,34.67,-410.16
1200,-710.94,135.74,-575.2
1200.1,-690.92,81.05,-511.72
1200.2,-855.96,60.06,-691.41
1200.3,-712.89,71.78,-440.43
1200.5,-916.99,82.52,-489.75
1200.6,-800.29,15.63,-390.63
1200.7,-872.56,-42.48,-632.81
1200.8,-836.91,-6.35,-766.11
1200.9,-830.57,55.66,-658.2
1201,-735.84,117.68,-717.77
1201.1,-787.6,-29.3,-575.2
1201.2,-820.8,-6.84,-626.46
1201.3,-808.11,-3.91,-558.59
1201.4,-825.2,-41.99,-537.11
1201.5,-879.88,-12.7,-498.54
1201.6,-853.52,-72.27,-552.73
1201.8,-779.3,15.63,-551.27
1201.9,-788.57,-27.83,-468.75
1202,-855.96,24.41,-421.39
1202.1,-854,-17.09,-456.54
1202.2,-890.14,-13.67,-562.5
1202.3,-852.05,-5.37,-575.2
1202.4,-871.09,-23.93,-535.64
1202.5,-838.38,-28.32,-584.47
1202.6,-846.19,23.44,-649.41
1202.7,-774.41,-39.06,-568.36
1202.9,-817.38,-72.27,-526.37
1203,-823.24,-135.25,-540.53
1203.1,-837.4,-166.5,-438.96
1203.2,-835.94,-240.72,-509.28
1203.3,-906.74,-286.13,-548.34
1203.4,-959.96,-207.52,-381.35
1203.5,-962.4,-273.44,-466.31
1203.6,-870.61,-191.41,-555.18
1203.7,-885.25,-86.43,-455.08
1203.8,-922.85,-157.71,-377.93
1203.9,-889.65,-163.57,-564.94
1204,-875,-140.63,-448.24
1204.1,-894.04,-61.52,-386.23
1204.2,-892.09,-99.12,-441.89
1204.3,-924.8,-83.01,-435.06
1204.4,-939.45,-15.14,-325.2
1204.5,-976.07,-62.99,-448.24
1204.6,-928.71,51.27,-367.19
1204.7,-930.18,-20.02,-340.33
1204.8,-901.37,24.9,-443.36
1204.9,-947.27,51.76,-388.67
1205,-895.02,117.68,-392.58
1205.1,-921.88,211.43,-360.84
1205.2,-968.26,177.73,-396
1205.3,-938.96,178.71,-370.61
1205.4,-933.11,126.46,-326.17
1205.5,-917.48,61.04,-378.42
1205.6,-925.29,46.88,-394.53
1205.7,-900.39,95.7,-316.89
1205.8,-843.75,11.23,-434.08
1205.9,-1024.9,23.93,-320.8
1206,-997.56,12.7,-456.54
1206.1,-1013.18,9.28,-421.39
1206.2,-855.47,52.73,-356.93
1206.3,-782.23,-63.96,-397.46
1206.4,-872.07,27.34,-353.52
1206.5,-915.53,24.41,-534.67
1206.6,-971.68,-14.65,-501.46
1206.7,-808.11,125.98,-459.96
1206.8,-870.61,71.29,-259.28
1206.9,-870.61,-14.65,-312.01
1207,-939.45,84.47,-364.75
1207.1,-1048.34,138.67,-474.12
1207.2,-984.86,81.54,-341.31
1207.3,-888.67,1.46,-265.14
1207.4,-826.66,1.46,-360.84
1207.5,-852.54,-22.95,-235.35
1207.6,-985.84,-78.61,-381.35
1207.7,-984.38,-119.63,-432.13
1207.8,-923.83,-117.19,-564.94
1207.9,-871.58,-92.29,-455.08
1208,-900.39,-274.9,-355.96
1208.1,-786.13,-266.11,-389.65
1208.2,-920.9,-129.39,-383.79
1208.3,-973.63,168.95,-382.81
1208.4,-1040.53,82.52,-753.91
1208.5,-998.05,58.11,-324.71
1208.6,-942.87,-15.14,-452.15
1208.7,-871.58,-7.81,-424.32
1208.8,-907.23,21.48,-464.84
1208.9,-939.45,42.97,-178.22
1209,-914.55,-21.48,-179.69
1209.1,-1007.81,-12.21,-343.75
1209.2,-991.7,-42.48,-320.8
1209.3,-925.29,-78.13,-297.85
1209.4,-884.77,-229.49,-386.72
1209.5,-833.98,-106.93,-294.43
1209.6,-853.03,-91.31,-312.01
1209.7,-977.05,2.44,-200.2
1209.8,-1021.48,46.39,16.11
1209.9,-1101.56,42.97,-12.7
1210,-1211.91,3.91,-182.13
1210.1,-1298.34,-33.2,-139.65
1210.2,-1016.11,79.59,153.81
1210.3,-887.7,-18.07,164.06
1210.4,-724.61,-49.8,-434.08
1210.5,-1020.51,299.32,775.39
1210.6,-1144.53,57.62,284.67
1210.7,-1197.27,-79.59,-183.11
1210.8,-1127.44,29.79,130.37
1210.9,-1111.33,-4.39,-59.08
1211,-979.98,-104,-197.75
1211.1,-915.53,-56.64,10.74
1211.2,-961.91,8.3,83.5
1211.3,-1037.11,-58.11,43.95
1211.4,-976.07,-26.86,403.32
1211.5,-1006.84,-47.36,271.97
1211.6,-916.5,-139.16,175.78
1211.7,-909.67,-64.94,111.33
1211.8,-805.18,-59.57,211.91
1211.9,-851.07,-73.24,149.41
1212.1,-966.31,-23.93,234.86
1212.2,-982.91,58.59,235.35
1212.3,-1048.83,61.04,490.72
1212.4,-1038.57,-0.98,315.92
1212.5,-957.52,-0.98,297.36
1212.6,-1008.3,25.39,357.42
1212.7,-1053.71,-130.37,473.14
1212.8,-968.75,-16.11,285.64
1212.9,-940.92,117.68,319.82
1213,-870.12,103.52,348.14
1213.1,-890.14,79.59,289.55
1213.2,-937.5,127.44,308.59
1213.3,-966.31,68.85,371.09
1213.4,-945.31,17.58,388.67
1213.5,-964.84,3.42,415.53
1213.6,-975.1,41.02,445.31
1213.7,-1021.97,56.64,413.57
1213.8,-1047.36,-18.55,389.65
1213.9,-991.7,82.52,421.88
1214,-962.89,133.3,330.08
1214.1,-853.03,286.13,305.18
1214.2,-878.91,243.16,327.15
1214.3,-996.09,160.64,339.84
1214.4,-1056.64,73.24,429.69
1214.5,-1072.27,24.41,432.13
1214.6,-1061.52,88.38,483.4
1214.7,-949.22,15.63,338.38
1214.8,-923.83,41.02,418.95
1214.9,-893.55,11.23,255.86
1215,-951.17,-17.58,200.68
1215.1,-999.51,-42.48,221.68
1215.2,-908.69,-32.71,306.15
1215.3,-842.29,-72.27,494.14
1215.4,-876.95,-282.71,-130.86
1215.5,-788.57,-207.52,-771
1215.6,-893.07,-227.54,527.83
1215.7,-963.38,-391.11,164.06
1215.8,-1069.34,-433.11,-244.63
1215.9,-850.59,-191.41,130.37
1216,-863.28,-159.18,157.71
1216.1,-1007.81,-83.98,-25.88
1216.2,-959.96,-91.8,149.41
1216.3,-898.93,-235.84,139.65
1216.4,-988.77,64.45,620.61
1216.5,-957.03,-6.35,428.71
1216.6,-1137.21,10.74,275.39
1216.7,-1028.81,146.48,604
1216.8,-874.51,-49.32,104
1216.9,-974.61,-76.66,-183.11
1217,-830.57,34.18,140.63
1217.1,-877.93,3.91,89.84
1217.2,-982.91,62.01,45.9
1217.3,-1006.84,249.02,29.79
1217.4,-1092.29,219.73,20.02
1217.5,-1177.25,76.66,-67.87
1217.6,-1189.94,159.67,120.12
1217.7,-1119.63,-73.24,-14.65
1217.8,-1053.71,55.18,-100.1
1217.9,-968.75,6.35,-24.9
1218,-944.34,112.3,-15.63
1218.1,-917.48,-2.93,11.72
1218.2,-1265.14,-4.39,-285.64
1218.3,-968.75,-20.51,33.69
1218.4,-846.68,12.7,2.44
1218.5,-848.14,-47.36,-193.85
1218.6,-862.79,-14.16,62.5
1218.7,-985.84,43.95,13.67
1218.8,-1297.85,100.59,1263.67
1218.9,-1102.54,-42.48,195.31
1219,-1112.3,41.5,-32.71
1219.1,-978.03,-10.25,-167.97
1219.2,-958.01,4.88,-293.46
1219.3,-831.05,15.14,-6.35
1219.4,-771.97,29.3,-19.04
1219.5,-725.1,8.79,123.05
1219.6,-750.49,10.74,-228.03
1219.7,-837.4,60.06,64.94
1219.8,-1037.6,47.85,-18.07
1219.9,-1313.96,29.3,121.09
1220,-1427.73,14.65,100.1
1220.1,-1513.67,-243.16,-452.64
1220.2,-1280.76,-23.93,24.41
1220.3,-753.42,-178.71,2.93
1220.4,-1029.79,-95.7,-62.01
1220.5,-1723.63,-109.38,-2309.08
1220.6,-1036.62,-161.62,-232.42
1220.7,-1001.95,117.19,181.15
1220.8,-1067.87,-91.31,316.41
1220.9,-1130.86,-264.65,-297.36
1221,-1459.96,-53.22,-794.92
1221.1,-959.96,-291.5,-494.63
1221.2,-985.84,-669.92,574.22
1221.3,-979.49,-48.34,174.8
1221.4,-1144.53,-117.19,178.22
1221.5,-1038.57,-97.66,140.14
1221.6,-1057.62,-78.61,125.98
1221.7,-1012.7,-92.29,203.61
1221.8,-991.21,-106.45,28.81
1221.9,-980.96,-78.13,122.56
1222,-968.75,-22.95,238.28
1222.1,-978.03,-49.32,125.98
1222.2,-1009.28,0,193.36
1222.3,-979.98,119.14,563.96
1222.4,-980.47,58.59,375.49
1222.5,-957.03,87.89,227.05
1222.6,-994.63,-318.36,310.55
1222.7,-1007.81,124.51,113.28
1222.8,-964.84,188.96,325.2
1222.9,-961.43,157.23,308.59
1223,-871.09,87.4,356.93
1223.2,-895.02,100.59,241.21
1223.3,-907.71,115.23,415.53
1223.4,-924.8,16.11,399.9
1223.5,-1011.23,11.72,121.58
1223.6,-993.16,29.3,143.07
1223.7,-994.63,35.64,187.5
1223.8,-949.22,28.81,322.75
1223.9,-1011.72,-0.98,196.29
1224,-992.19,-45.9,246.58
1224.1,-1017.09,-43.95,167.97
1224.2,-984.86,-2.44,472.66
1224.3,-948.24,-53.71,307.13
1224.4,-917.97,-56.64,347.66
1224.5,-997.56,-52.73,390.63
1224.6,-930.66,-23.93,291.5
1224.8,-982.91,-43.95,276.86
1224.9,-975.1,-35.16,270.51
1225,-1002.93,25.88,186.52
1225.1,-976.07,-1.46,238.77
1225.2,-958.01,-15.63,215.82
1225.3,-998.05,52.73,293.95
1225.4,-960.45,4.39,221.19
1225.5,-985.35,86.43,213.38
1225.6,-947.27,99.61,341.8
1225.7,-950.68,141.11,318.85
1225.8,-971.68,121.58,306.64
1225.9,-1000.98,20.02,141.11
1226,-999.02,22.95,100.59
1226.1,-1013.18,-14.65,172.36
1226.2,-1018.07,-0.98,106.45
1226.3,-1007.81,-20.02,49.32
1226.4,-960.94,-33.69,166.02
1226.5,-1014.65,32.71,191.89
1226.6,-970.7,39.55,407.23
1226.8,-981.45,-103.03,208.01
1226.9,-980.47,-67.87,143.07
1227,-1006.84,-21.97,262.21
1227.1,-937.99,11.23,277.34
1227.2,-978.03,-77.64,85.94
1227.3,-1013.67,-52.73,144.04
1227.4,-999.02,-29.3,157.71
1227.5,-964.84,-89.36,276.37
1227.6,-992.68,-71.78,239.26
1227.7,-976.56,6.84,245.12
1227.8,-975.59,-34.67,200.2
1227.9,-951.17,-60.55,180.66
1228,-986.33,-90.82,217.29
1228.1,-1026.37,-49.8,177.73
1228.2,-976.56,-58.11,160.64
1228.3,-943.85,-61.04,261.72
1228.4,-970.21,-107.42,133.3
1228.5,-995.61,-85.94,207.03
1228.6,-1022.95,-57.62,132.32
1228.7,-1011.23,-81.05,60.06
1228.8,-983.89,42.48,277.83
1228.9,-951.66,-63.96,195.31
1229,-992.68,-40.04,288.09
1229.1,-978.03,-107.91,265.63
1229.2,-1125.49,-134.77,373.54
1229.3,-1034.18,-161.13,35.16
1229.4,-1037.11,5.86,41.02
1229.5,-1026.86,2.93,193.36
1229.6,-961.43,37.6,169.43
1229.7,-945.8,19.53,239.26
1229.8,-950.68,-1.46,238.28
