time,aX,aY,aZ
78.4,-1002.93,-13.18,4.39
78.5,-1003.42,-8.79,6.84
78.7,-1002.93,0.49,11.72
78.8,-1000.49,-7.81,12.21
78.9,-1006.84,-17.58,14.16
79,-1004.39,-0.98,9.77
79.1,-1006.84,-14.16,9.28
79.2,-1009.77,-5.37,12.7
79.3,-1006.35,-11.72,8.79
79.5,-1000.49,-16.11,10.74
79.6,-997.56,-18.07,14.65
79.7,-1008.79,-12.21,14.65
79.8,-1002.93,-10.74,10.74
79.9,-997.56,-17.09,11.72
80,-999.02,-16.6,11.23
80.1,-1010.25,-2.93,26.86
80.2,-1014.16,-14.16,17.09
80.3,-1002.93,-18.07,11.72
80.4,-1008.79,-5.86,14.65
80.5,-1000,-10.25,7.32
80.6,-1001.95,-0.98,4.39
80.7,-1010.25,-2.93,10.74
80.8,-1009.28,-5.37,14.16
80.9,-1003.91,-11.23,15.14
81,-1012.21,-21,7.32
81.1,-1004.39,-20.51,15.63
81.2,-997.07,-3.91,23.44
81.3,-1020.02,1.46,21.48
81.4,-999.51,-10.74,25.39
81.5,-1004.88,-19.53,20.51
81.6,-1001.95,-6.84,12.21
81.7,-999.51,-5.86,5.86
81.8,-998.54,-13.67,12.7
81.9,-995.12,-14.16,10.25
82,-1007.81,-9.77,18.07
82.1,-1009.77,-7.81,12.7
82.2,-1008.79,5.37,18.55
82.3,-1010.25,-10.74,18.07
82.4,-1014.65,-9.77,11.23
82.5,-1008.79,-7.81,20.02
82.6,-1018.55,-5.37,5.86
82.7,-1003.91,-15.14,10.25
82.8,-1011.23,-11.72,7.81
82.9,-996.09,-17.58,6.84
83,-1014.16,-7.32,4.39
83.1,-1009.77,-15.14,11.23
83.2,-1000,-11.72,0.98
83.3,-1004.88,-11.23,23.44
83.4,-1013.67,-12.7,12.21
83.5,-1006.35,0,14.16
83.6,-1018.55,-9.77,5.37
83.7,-1004.88,-11.72,20.51
83.8,-1002.44,-1.46,14.65
83.9,-1001.95,0.98,15.14
84,-1008.79,-15.63,8.79
84.1,-1004.88,-19.04,7.32
84.2,-999.51,1.46,13.67
84.3,-1005.37,-12.7,0.98
84.4,-1006.35,-3.42,4.88
84.5,-995.61,-1.95,8.3
84.6,-999.51,-7.32,8.79
84.7,-1000.98,-12.7,16.6
84.8,-1007.32,-0.49,12.7
84.9,-1002.44,-6.84,14.65
85,-1002.93,-22.46,13.18
85.2,-1008.79,-10.25,13.18
85.3,-1005.86,-6.35,13.67
85.4,-994.14,-8.3,12.21
85.5,-992.68,-6.35,17.09
85.6,-1006.35,3.42,27.83
85.8,-1000.98,-19.53,16.11
85.9,-999.51,5.37,14.16
86,-1001.95,-17.09,-3.42
86.1,-994.14,-18.07,3.42
86.2,-998.54,-7.32,14.65
86.3,-1007.32,-18.55,19.04
86.4,-1000.49,-21.97,10.74
86.5,-1011.72,-11.23,6.35
86.6,-1001.95,-13.18,14.65
86.7,-998.05,-19.53,15.14
86.8,-1007.32,-20.02,10.25
86.9,-1008.79,-18.07,9.28
87,-999.51,-15.63,0
87.1,-993.16,0.98,23.44
87.2,-1009.77,-0.98,11.23
87.4,-1004.39,-4.39,7.81
87.5,-1002.93,-16.11,10.25
87.6,-1003.91,-5.86,9.28
87.7,-1010.25,-16.11,15.14
87.8,-1001.46,-21.48,14.16
87.9,-996.58,-9.28,17.58
88,-989.26,1.95,13.67
88.1,-1007.81,-6.35,17.58
88.2,-1008.79,-12.21,16.6
88.3,-1001.95,-10.25,10.74
88.4,-998.05,-5.86,12.7
88.5,-1008.79,-13.18,12.21
88.6,-1008.79,-11.72,17.58
88.7,-1003.91,-3.91,17.09
88.8,-1004.39,-15.63,0.49
88.9,-1002.93,-3.42,17.58
89,-1013.18,-7.81,14.16
89.1,-1010.74,-17.09,2.93
89.2,-1012.21,-1.95,15.63
89.3,-1021.97,-7.32,10.25
89.4,-1015.63,-16.6,10.74
89.5,-1003.42,-15.63,16.6
89.6,-1000.49,-9.28,18.55
89.7,-1006.35,-19.04,11.23
89.8,-999.51,-16.6,16.6
89.9,-1002.93,-15.63,6.84
90,-1010.74,-13.67,7.32
90.1,-1004.39,-13.18,14.16
90.2,-997.07,-13.18,6.35
90.3,-1014.16,-4.39,11.23
90.5,-997.56,-4.88,13.67
90.6,-1016.6,0.98,16.11
90.7,-997.07,-7.81,8.79
90.8,-1004.39,-6.84,1.95
90.9,-1004.88,-17.09,11.72
91,-989.26,-10.25,12.7
91.1,-1003.91,-23.44,9.77
91.2,-1003.42,-3.91,19.04
91.3,-1008.3,-16.11,5.86
91.4,-1004.88,1.95,9.77
91.5,-1008.3,-9.28,9.77
91.6,-999.51,-13.18,6.35
91.7,-1003.42,-17.58,14.16
91.8,-997.07,-1.95,16.11
91.9,-1012.21,-15.63,3.91
92,-1014.65,0,3.91
92.1,-1000,-6.84,6.35
92.2,-1001.95,-0.98,13.18
92.3,-1018.07,-7.81,11.72
92.4,-1011.23,-13.18,19.04
92.5,-998.54,-16.11,7.32
92.6,-1003.42,-2.93,8.79
92.7,-997.56,0.49,10.74
92.8,-1011.72,-14.65,20.51
92.9,-1000.98,-14.16,8.79
93,-1004.39,-15.63,17.58
93.1,-998.05,-11.23,-4.88
93.2,-1001.95,-12.21,16.6
93.3,-1008.3,-18.55,18.07
93.4,-1011.72,-4.88,17.58
93.5,-1014.16,-5.86,5.86
93.6,-1011.23,-6.84,1.95
93.7,-1015.14,-4.88,13.67
93.8,-1009.77,2.44,16.6
93.9,-1006.84,-1.46,16.6
94,-1001.46,-5.86,21
94.1,-1004.39,-8.79,3.91
94.2,-1000,-5.37,14.16
94.3,-1003.91,-12.7,9.77
94.4,-1001.95,-7.32,12.21
94.5,-996.09,-13.18,18.07
94.6,-1006.35,-28.32,15.63
94.7,-1008.3,-16.6,23.93
94.8,-1013.18,-20.51,20.02
94.9,-1005.37,-18.55,7.32
95,-1002.93,2.44,6.35
95.1,-1011.72,-12.21,23.93
95.2,-1006.35,-11.72,14.16
95.3,-1006.35,-16.11,6.35
95.4,-1005.86,-2.44,17.09
95.5,-994.63,-1.95,9.28
95.6,-1006.35,5.86,14.16
95.7,-1001.95,-13.67,6.84
95.8,-1000.49,-10.74,7.32
95.9,-1003.91,-2.44,2.44
96,-997.07,-16.6,9.77
96.1,-1006.84,-4.88,4.39
96.2,-1007.81,-15.14,7.32
96.3,-1008.79,-1.46,13.18
96.4,-1009.28,-2.93,8.79
96.5,-1002.93,-14.65,8.79
96.6,-1010.25,-5.86,10.25
96.7,-1004.88,-2.93,17.09
96.8,-1003.91,-16.6,14.65
96.9,-984.86,-25.39,3.91
97,-990.23,-11.23,12.7
97.1,-1006.35,-11.72,7.32
97.2,-997.56,-4.39,14.16
97.3,-999.02,-2.93,14.65
97.4,-998.54,-7.32,11.72
97.5,-1012.21,-13.18,9.77
97.6,-1007.32,-11.72,21
97.7,-1008.3,-3.91,1.95
97.8,-1005.37,-6.35,12.21
97.9,-1002.93,-7.81,18.55
98,-1000.98,-7.32,21.97
98.1,-1000.49,-14.65,10.74
98.2,-996.58,-8.79,6.84
98.3,-1009.77,-14.16,7.32
98.4,-1000.98,-9.77,14.65
98.5,-1001.46,-9.28,0
98.6,-997.07,0,19.53
98.7,-1006.84,-9.28,12.7
98.8,-1007.81,-6.35,14.16
98.9,-1004.88,-5.86,24.41
99,-996.09,-10.74,1.95
99.1,-1006.84,-10.74,5.86
99.2,-996.58,0,11.23
99.3,-1011.23,-19.04,6.35
99.4,-1005.37,-5.37,11.23
99.5,-1005.37,-14.16,5.86
99.6,-1011.23,-8.3,10.25
99.7,-1002.93,-13.67,12.7
99.8,-998.05,-3.42,17.09
99.9,-1005.37,-7.81,18.07
100,-1012.7,-0.98,12.21
100.1,-999.51,-16.6,13.67
100.2,-989.75,-4.88,11.23
100.3,-1003.91,-5.37,15.63
100.4,-1000.49,1.46,17.58
100.5,-1016.11,-10.74,8.3
100.6,-1001.95,2.93,9.77
100.7,-1010.25,1.46,11.72
100.8,-997.56,-10.25,5.86
100.9,-1007.81,-15.63,16.11
101,-1007.32,-1.95,10.25
101.1,-1021,-7.32,13.67
101.2,-1004.88,-7.81,3.42
101.4,-1015.14,-14.65,11.72
101.5,-1008.3,-10.25,19.04
101.6,-999.51,-15.14,6.35
101.7,-1015.14,-2.44,8.79
101.8,-1022.46,-12.7,20.51
101.9,-995.61,-12.21,17.58
102,-996.58,-3.42,22.95
102.1,-1002.93,-4.39,14.65
102.2,-1003.42,-20.51,20.51
102.3,-997.56,-23.93,16.6
102.4,-995.12,-19.53,5.37
102.5,-993.16,-6.35,4.88
102.6,-1008.79,-13.67,9.77
102.7,-1021.48,-15.63,21
102.8,-1003.91,-6.35,12.21
102.9,-1000,-9.28,13.67
103,-1011.72,7.32,13.18
103.1,-1009.28,-14.65,15.63
103.2,-1003.42,-14.65,0
103.4,-1010.74,-17.58,5.37
103.5,-1018.55,-9.77,16.11
103.6,-995.61,-15.63,11.72
103.8,-996.09,-10.74,10.25
103.9,-1006.35,-12.7,1.95
104,-1006.35,-1.95,14.65
104.1,-994.63,-4.88,21
104.2,-996.58,-13.18,12.21
104.3,-1018.55,-9.28,10.74
104.4,-1007.32,-12.21,20.51
104.5,-983.4,-7.81,7.81
104.6,-996.58,-7.81,19.53
104.7,-1004.39,-8.79,21.48
104.8,-1006.35,-12.7,9.77
104.9,-1010.74,-4.39,9.77
105,-1005.37,-17.09,-0.98
105.1,-990.23,-11.72,15.63
105.2,-1008.3,-0.98,11.23
105.3,-994.14,-5.86,17.09
105.4,-1009.77,-2.93,9.28
105.5,-1007.81,-11.72,6.84
105.6,-998.05,-11.23,12.7
105.8,-1011.72,-6.35,13.67
105.9,-1007.81,-1.46,8.3
106,-1010.74,-6.84,18.07
106.1,-1000,-10.25,4.39
106.2,-1001.95,-23.93,6.35
106.3,-1002.44,3.91,10.74
106.4,-1000,-2.93,21.48
106.5,-1004.39,-0.49,8.79
106.6,-1009.77,-12.21,11.72
106.7,-1015.63,-15.63,15.63
106.8,-998.54,-7.81,13.67
106.9,-996.09,-5.37,6.84
107,-996.58,-21.48,16.11
107.1,-979.49,-6.35,15.14
107.2,-1001.46,-11.23,15.14
107.3,-1013.67,-10.74,15.14
107.4,-1007.32,-9.77,11.23
107.5,-999.51,-13.18,2.93
107.6,-1000.98,-4.39,15.14
107.7,-1003.42,-11.23,8.3
107.8,-995.61,-11.72,13.67
107.9,-997.07,-3.42,13.18
108,-1016.11,-17.58,12.7
108.1,-1013.18,-12.21,5.86
108.2,-1011.23,-3.42,17.58
108.3,-998.05,3.91,7.32
108.5,-1011.23,-2.44,17.58
108.6,-994.63,-20.02,16.11
108.7,-995.61,-11.72,8.79
108.8,-1020.02,2.93,7.81
108.9,-996.09,2.44,14.16
109,-1001.46,0.49,10.25
109.1,-1012.21,-13.67,16.11
109.3,-1006.84,-4.88,14.16
109.4,-1018.55,-19.04,1.46
109.5,-987.79,-10.74,18.07
109.6,-1003.42,-12.21,18.07
109.7,-998.05,-11.23,22.95
109.8,-1002.44,-16.11,21.48
109.9,-996.09,-20.02,0
110,-998.05,0.49,5.86
110.1,-1015.14,0.49,17.09
110.2,-1010.25,-5.86,-6.84
110.3,-1013.18,-12.7,13.67
110.4,-990.23,4.39,14.16
110.5,-1013.18,-7.81,4.39
110.6,-1003.91,-4.39,9.77
110.7,-1000,-9.77,13.18
110.8,-999.51,-13.67,1.46
110.9,-1016.6,-6.84,17.58
111,-1011.23,-8.3,12.7
111.1,-998.05,-10.74,15.14
111.2,-998.54,-5.86,3.42
111.3,-1012.21,-6.35,9.77
111.4,-998.54,-8.3,26.37
111.5,-999.51,-4.88,12.7
111.6,-1008.3,-2.44,8.79
111.7,-998.54,-22.95,19.53
111.8,-995.12,-11.23,24.9
111.9,-1005.37,-5.37,18.55
112,-1000,-5.37,16.6
112.1,-999.02,-19.04,0.98
112.2,-1011.23,-6.84,5.86
112.3,-1009.77,-3.42,9.28
112.4,-993.65,-6.84,13.18
112.5,-997.07,-24.9,15.63
112.6,-998.05,-21.97,20.02
112.7,-1015.14,-2.93,21
112.8,-996.09,-2.44,17.58
112.9,-1000,-6.84,13.67
113,-1005.37,-9.28,6.35
113.1,-1007.32,-3.42,17.58
113.2,-1006.84,-4.39,15.63
113.3,-1012.21,-20.51,0.98
113.4,-993.16,-17.09,22.95
113.5,-1015.63,4.39,20.02
113.6,-997.56,-7.32,11.23
113.7,-1008.3,-3.42,12.21
113.8,-1021.97,-3.42,11.23
113.9,-997.07,-9.28,15.63
114,-1002.44,-0.49,15.63
114.1,-992.68,-12.21,13.18
114.2,-1010.25,1.95,1.95
114.3,-1016.6,-13.18,22.46
114.4,-1004.39,-18.07,3.91
114.6,-989.75,-6.35,10.74
114.7,-1012.21,-11.23,17.09
114.8,-1005.37,-0.98,6.35
114.9,-1003.42,-6.35,10.74
115.1,-1006.84,-11.23,10.74
115.2,-1004.88,-3.42,2.44
115.3,-1003.91,-10.25,13.18
115.4,-1012.21,-10.74,22.95
115.5,-1006.84,-9.77,7.32
115.6,-1008.3,-8.79,6.84
115.7,-991.21,0.98,14.65
115.8,-990.23,-4.88,10.25
115.9,-1007.81,-5.37,12.7
116,-997.56,-11.23,14.65
116.1,-1008.3,-2.44,6.35
116.2,-999.51,-3.42,10.74
116.3,-1000.49,-5.37,9.77
116.4,-1004.88,-4.88,15.14
116.5,-1007.32,-8.79,22.95
116.6,-1006.35,-5.37,8.79
116.7,-1002.93,-5.37,10.25
116.8,-1017.58,-13.67,-0.49
116.9,-1005.37,-6.35,15.63
117,-997.07,-14.65,3.42
117.1,-1000.98,-10.74,17.09
117.2,-1016.6,-12.7,0.98
117.3,-1009.28,-11.23,13.67
117.4,-1002.44,-6.84,11.23
117.5,-1012.21,-11.23,-8.3
117.6,-1016.6,-13.67,9.77
117.7,-1004.88,-1.95,12.7
117.8,-991.21,-5.86,11.72
117.9,-1003.42,-10.74,22.46
118,-1001.46,-13.18,4.39
118.1,-1012.21,-3.91,10.25
118.2,-1010.74,-21.97,-4.88
118.3,-1000,-7.32,3.42
118.4,-1006.35,-4.39,11.23
118.5,-1012.21,-3.91,12.7
118.6,-991.21,-1.95,16.11
118.7,-1003.42,-12.7,14.16
118.8,-1002.44,-10.25,7.81
118.9,-998.54,-9.28,15.63
119,-1008.3,-7.81,8.79
119.1,-1005.86,-10.25,17.09
119.2,-1016.11,-4.88,12.7
119.3,-1000,-11.72,7.81
119.4,-989.75,-10.74,5.37
119.5,-1007.81,-3.42,21
119.6,-1013.18,-4.39,19.04
119.7,-1016.11,-19.04,1.46
119.8,-1006.84,-11.23,21.48
119.9,-1002.44,-3.42,13.67
120,-1005.86,-10.74,8.79
120.1,-1004.88,6.35,9.77
120.2,-995.61,-12.7,20.02
120.3,-1009.28,-13.18,12.21
120.4,-1010.25,-2.93,10.25
120.5,-1006.35,-1.46,3.42
120.6,-1006.84,-3.42,-0.49
120.7,-1001.95,-25.39,13.67
120.8,-1001.95,-8.79,18.55
120.9,-1008.3,-4.88,18.55
121,-1017.09,-13.67,18.07
121.1,-1005.86,-13.18,19.04
121.2,-1015.14,-1.46,14.65
121.3,-1001.46,-6.35,6.84
121.4,-1009.28,-10.74,10.74
121.5,-1001.95,-7.32,18.55
121.6,-1014.65,-12.21,19.53
121.7,-1000,-18.07,11.72
121.8,-992.19,-21,11.72
121.9,-1001.46,-18.07,2.93
122,-997.07,-6.35,18.55
122.1,-1013.18,0.49,6.84
122.2,-1001.46,-8.79,13.18
122.3,-1006.84,0,9.77
122.4,-1000.98,-20.02,12.21
122.5,-992.68,-12.21,9.28
122.6,-1006.35,-6.84,7.32
122.7,-1001.95,-4.88,17.09
122.8,-1000,-16.6,9.28
122.9,-1010.74,-13.67,11.72
123,-1009.28,-11.72,0.49
123.1,-1003.91,-2.93,11.72
123.2,-1008.3,-5.37,19.04
123.4,-1000.49,-19.53,16.11
123.5,-1004.39,-18.55,15.14
123.6,-1006.84,-18.07,11.23
123.7,-1020.51,-10.25,15.63
123.8,-1017.09,-9.28,0.98
123.9,-1009.28,-4.39,11.72
124,-1004.88,-11.23,2.93
124.1,-1005.37,-4.39,7.32
124.2,-1002.93,-3.42,16.11
124.3,-1012.7,-6.35,21.48
124.4,-1012.7,-6.35,5.37
124.5,-1013.67,-7.81,29.3
124.6,-1004.88,-2.93,3.42
124.7,-1006.35,0.98,10.25
124.8,-1003.91,-7.81,4.88
124.9,-996.58,-14.16,9.77
125,-1004.88,-11.72,14.65
125.1,-1001.46,-14.16,9.77
125.2,-1004.39,0.49,8.79
125.3,-1004.39,-15.14,9.28
125.4,-1017.58,-9.28,15.14
125.5,-1005.37,-12.7,15.63
125.6,-1005.86,-10.25,15.63
125.7,-995.61,-4.39,10.25
125.8,-1000.49,-1.46,7.81
125.9,-1019.53,-12.7,24.41
126,-1006.35,-7.81,15.14
126.1,-1013.18,-15.63,16.11
126.2,-997.07,-10.74,7.81
126.3,-1004.39,-10.25,15.63
126.4,-1001.95,-8.3,5.86
126.5,-994.63,-1.95,16.11
126.6,-996.58,-2.44,22.95
126.7,-1000,8.3,22.46
126.8,-1005.86,-14.16,15.14
126.9,-994.63,-15.14,17.58
127,-1001.46,-8.79,19.53
127.1,-997.56,-18.07,6.84
127.2,-1000.98,8.79,6.84
127.3,-1011.23,-10.25,10.74
127.4,-1000.98,-12.21,13.18
127.5,-1002.44,-4.39,6.35
127.6,-1008.3,-12.7,10.74
127.7,-1016.11,-5.37,15.14
127.8,-1010.74,-7.81,21.97
127.9,-1002.93,-18.55,10.74
128,-1001.46,-5.86,1.95
128.1,-1010.74,-1.46,19.04
128.2,-1000.49,8.3,13.67
128.3,-1002.93,-12.7,17.09
128.4,-1014.16,-5.86,6.84
128.5,-1005.37,-24.41,5.86
128.6,-1015.14,-3.42,10.74
128.7,-1004.88,-6.84,5.37
128.8,-1009.77,-13.18,13.18
128.9,-999.51,-3.42,19.04
129,-1005.86,-13.67,-2.93
129.1,-1000,-2.93,6.35
129.2,-1000.98,-12.21,5.37
129.3,-1008.79,-3.91,9.28
129.4,-1000,-23.44,7.81
129.5,-993.65,-10.74,1.95
129.6,-1005.37,-10.74,0.98
129.7,-1004.88,-2.93,18.07
129.8,-1025.88,-3.42,11.72
129.9,-1006.35,-1.95,4.88
130,-1006.84,6.35,13.67
130.1,-1008.79,-2.44,15.14
130.2,-1004.88,-14.65,7.32
130.3,-1008.79,-15.14,3.42
130.4,-1006.84,-11.72,3.42
130.5,-1015.14,-6.35,10.25
130.6,-1006.35,-25.88,1.46
130.7,-991.7,-3.91,9.77
130.8,-1008.79,-17.09,14.16
130.9,-1001.95,-17.09,10.74
131,-1011.72,-16.6,4.39
131.1,-1002.44,1.95,-5.37
131.2,-1002.93,-4.39,17.09
131.3,-1010.25,-10.74,0
131.4,-1015.14,-6.35,1.95
131.5,-1002.44,-13.18,16.6
131.6,-1003.91,-9.77,11.72
131.7,-1002.44,-9.28,8.79
131.8,-1021.48,-11.72,4.88
131.9,-1001.95,-4.39,17.09
132,-1003.91,-17.58,11.72
132.1,-1002.93,-10.25,2.93
132.2,-1010.25,-11.72,7.32
132.3,-999.02,-17.09,7.32
132.4,-1015.14,-23.44,3.42
132.5,-998.54,-16.6,13.18
132.6,-987.3,-11.72,11.72
132.7,-997.07,-1.95,10.25
132.8,-1013.18,-1.95,19.53
132.9,-1009.28,-16.11,6.35
133,-1015.14,-29.3,23.93
133.1,-1004.88,-9.28,7.32
133.3,-1020.02,-12.21,16.6
133.4,-1005.86,-11.72,13.18
133.5,-1007.81,-9.28,11.72
133.6,-1015.14,-1.46,11.72
133.7,-995.61,-5.37,0.98
133.8,-997.56,-2.93,17.58
133.9,-1004.88,-10.25,19.53
134,-1010.25,-5.37,16.6
134.1,-1001.95,0.98,4.39
134.2,-1008.79,-20.02,14.16
134.3,-999.51,-9.28,14.16
134.4,-997.07,-21.48,12.21
134.5,-1011.23,-20.02,0.49
134.6,-985.84,-12.7,9.77
134.7,-1014.16,2.44,5.37
134.8,-1010.74,-20.51,3.91
134.9,-1014.16,-10.25,10.74
135,-999.02,-14.65,1.46
135.1,-993.16,-15.63,16.6
135.2,-1003.42,-4.39,1.95
135.3,-997.56,-8.79,10.25
135.4,-999.02,-12.21,8.79
135.5,-1012.21,-11.72,4.39
135.6,-1006.35,-18.07,17.58
135.7,-1000.98,-11.23,12.21
135.8,-995.61,-3.42,16.6
135.9,-1002.44,-18.07,17.58
136,-1007.32,-4.88,11.72
136.1,-1007.81,-15.14,4.39
136.2,-1011.72,-3.91,12.7
136.3,-998.05,-10.25,4.88
136.4,-1004.39,-5.37,11.23
136.5,-1001.95,-0.49,13.67
136.6,-1012.7,-12.21,14.65
136.7,-1005.86,-17.09,12.7
136.8,-1015.14,0,18.55
136.9,-1000.98,-1.95,8.79
137,-1020.02,-18.55,16.11
137.1,-1003.42,-8.3,12.21
137.2,-1000.98,-6.84,6.84
137.3,-1003.42,-19.53,12.21
137.4,-1026.37,-18.07,11.23
137.5,-997.56,-11.23,12.7
137.6,-1005.86,-10.74,15.14
137.7,-998.05,-4.88,17.58
137.8,-1010.25,-9.28,15.63
137.9,-1000,-10.74,6.84
138,-1001.95,-7.81,10.25
138.1,-1001.95,-5.86,3.91
138.2,-1005.86,-12.21,9.28
138.3,-1002.44,-2.44,19.53
138.4,-1008.79,-8.3,8.79
138.5,-1007.32,-6.84,14.65
138.6,-992.19,-6.84,18.55
138.7,-1010.25,-7.32,12.7
138.8,-1005.37,-10.25,4.88
138.9,-1009.28,-10.25,24.41
139,-1013.67,-14.16,15.63
139.1,-1007.32,-1.95,10.25
139.2,-996.09,-14.65,7.81
139.3,-1006.84,-11.72,6.84
139.4,-1000.98,-3.91,15.63
139.5,-1005.86,2.93,6.35
139.6,-1013.18,-11.72,13.18
139.7,-1002.44,-16.6,10.74
139.8,-1005.37,-8.79,8.79
139.9,-1012.7,-1.46,10.74
140,-1005.86,-16.6,20.51
140.1,-1004.39,-19.53,16.6
140.2,-1011.23,-23.93,17.09
140.3,-1010.74,-12.21,12.21
140.4,-995.12,-19.04,15.63
140.5,-998.54,-1.95,3.42
140.6,-1004.39,-18.07,2.93
140.7,-992.19,-3.91,22.46
140.8,-1011.72,-2.93,10.25
140.9,-994.14,-14.16,12.21
141,-1010.74,-23.44,15.63
141.1,-1002.44,-4.39,15.63
141.2,-1011.23,-12.7,11.23
141.3,-1003.91,-13.67,13.67
141.4,-1011.23,-12.7,2.44
141.5,-1001.46,-20.51,11.23
141.6,-998.05,-13.18,13.67
141.7,-996.09,-8.3,9.28
141.8,-1009.28,-15.14,8.3
141.9,-996.09,-0.98,18.07
142,-1010.74,-11.72,15.14
142.1,-1000.98,0,21.48
142.2,-1000.49,-9.28,6.84
142.3,-999.51,-12.21,11.23
142.4,-985.84,-1.95,6.84
142.5,-1010.25,-4.88,8.3
142.6,-1009.77,-5.86,6.35
142.7,-1000.49,-16.6,0.98
142.8,-1010.74,-13.67,1.95
142.9,-1020.51,-8.3,7.81
143,-1002.44,-9.28,10.74
143.1,-998.54,0,13.18
143.2,-999.02,-21.48,8.79
143.3,-1000,-11.23,8.79
143.4,-1002.44,-15.14,7.32
143.5,-997.56,-2.93,11.72
143.6,-1016.6,-25.39,7.81
143.7,-1003.42,-10.74,21
143.8,-1006.35,-13.67,-0.49
143.9,-997.56,-14.16,30.76
144,-1019.04,-1.46,18.55
144.1,-1000.98,-8.3,5.86
144.2,-1006.84,-5.86,6.35
144.3,-1018.07,-10.74,12.21
144.4,-1005.37,-9.77,21.97
144.5,-995.61,-16.11,-0.49
144.6,-1013.67,-10.74,14.65
144.7,-1007.81,-3.42,17.09
144.8,-998.54,-9.28,12.7
144.9,-1004.88,-18.55,4.88
145,-997.07,-6.84,13.67
145.1,-993.16,-14.16,2.44
145.2,-994.63,-10.25,23.44
145.3,-997.07,-10.25,12.21
145.4,-1000.49,-15.14,15.63
145.5,-1011.72,-10.74,16.11
145.6,-1009.77,0.49,18.07
145.7,-1000.49,-7.32,12.7
145.8,-1008.79,6.84,11.23
145.9,-988.77,-13.67,17.09
146,-996.09,-19.53,19.04
146.1,-1009.77,-3.42,16.6
146.2,-1007.32,-11.23,17.58
146.3,-998.54,-8.79,8.3
146.4,-1001.46,-7.81,17.09
146.5,-1007.81,-14.65,20.02
146.6,-1017.58,-6.84,13.18
146.7,-999.51,-15.14,12.21
146.8,-1006.84,-3.91,11.23
146.9,-1006.35,-4.88,8.3
147,-1011.72,-9.77,7.81
147.1,-997.56,-4.88,8.3
147.2,-1020.51,-19.53,8.3
147.4,-1007.81,-13.18,5.86
147.5,-1001.46,-1.46,11.72
147.6,-1007.32,-10.25,12.21
147.7,-997.07,-19.04,10.74
147.8,-1011.23,-20.02,23.44
147.9,-1008.79,-7.32,8.3
148,-996.09,-7.81,9.77
148.2,-1013.18,-5.86,17.58
148.3,-1005.37,-12.21,6.84
148.4,-1001.95,-14.16,12.21
148.5,-1001.46,-12.7,1.95
148.6,-1002.93,1.46,9.77
148.8,-1000.98,-3.42,12.7
148.9,-993.16,-13.18,9.28
149,-1003.42,-2.93,10.25
149.1,-1001.95,-18.55,11.23
149.2,-998.05,-3.91,16.11
149.3,-996.09,-2.44,8.79
149.4,-1000.49,-2.93,12.21
149.5,-1008.79,-15.14,15.63
149.6,-1009.77,-14.65,1.95
149.8,-1005.37,-6.35,10.74
149.9,-997.07,-9.28,3.42
150,-993.16,-20.02,14.65
150.1,-1004.88,-21.48,4.88
150.2,-1005.86,-6.35,11.72
150.3,-1008.3,-12.7,27.34
150.4,-1007.32,-12.7,22.46
150.5,-1001.95,-16.11,15.63
150.6,-999.02,-7.32,23.44
150.7,-1007.32,-2.93,13.67
150.8,-1012.21,-16.11,10.25
150.9,-1007.81,-16.11,17.09
151,-988.77,-16.11,15.63
151.1,-1010.25,-18.07,8.3
151.2,-1005.37,-11.72,6.84
151.3,-1008.3,-10.25,12.7
151.4,-1003.91,-10.25,21.97
151.5,-1005.37,-8.79,14.65
151.6,-1000.49,-14.65,9.77
151.7,-1000.98,-0.98,13.18
151.8,-997.56,2.93,17.58
151.9,-1018.55,-3.91,17.09
152,-1009.77,-8.3,11.72
152.1,-999.02,-15.63,10.25
152.2,-1007.32,-11.72,13.67
152.3,-1002.44,-3.42,16.11
152.4,-1004.39,0.98,6.35
152.5,-993.65,-12.21,3.42
152.6,-1001.46,-6.35,14.16
152.7,-1006.84,-7.81,17.09
152.8,-1002.93,-2.93,13.18
152.9,-1004.88,-13.67,7.32
153,-1002.93,-16.11,5.86
153.1,-1008.3,3.42,15.63
153.2,-999.02,-1.95,17.58
153.3,-1008.3,-18.07,14.16
153.4,-999.51,-21.97,6.84
153.5,-1005.37,-2.93,12.21
153.6,-1004.88,-11.23,16.6
153.7,-1007.32,-12.21,25.39
153.8,-998.05,-21.97,10.25
153.9,-1006.35,-11.23,17.58
154,-1014.16,-9.28,16.11
154.1,-1004.39,-13.67,11.23
154.2,-1010.74,-3.42,17.09
154.3,-1007.81,-4.88,4.88
154.4,-1006.84,-8.79,16.6
154.5,-1000,-4.88,21.97
154.7,-1014.16,-18.55,13.18
154.8,-1010.25,-25.88,0
154.9,-998.05,-6.84,21.48
155,-998.05,2.93,11.72
155.1,-1001.95,-12.21,15.63
155.2,-994.14,-11.23,11.72
155.3,-1002.93,-9.28,19.53
155.4,-1004.88,-1.46,10.74
155.5,-1000.98,-8.3,15.63
155.6,-991.21,-15.14,2.93
155.7,-1014.65,-0.49,13.18
155.8,-1009.28,-16.6,10.74
155.9,-1006.84,-0.49,25.88
156,-1010.25,-14.16,9.77
156.1,-1004.88,-3.42,17.09
156.2,-1008.3,-13.67,13.18
156.3,-999.51,-11.23,4.88
156.4,-1013.18,-7.81,7.32
156.5,-985.84,-12.21,2.93
